0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 2
9, 2
10, 2
11, 2
12, 4
13, 4
14, 6
15, 6
16, 8
17, 8
18, 10
19, 10
20, 12
21, 14
22, 14
23, 16
24, 18
25, 18
26, 20
27, 22
28, 24
29, 26
30, 28
31, 30
32, 32
33, 34
34, 36
35, 38
36, 40
37, 42
38, 44
39, 48
40, 50
41, 52
42, 54
43, 58
44, 60
45, 62
46, 66
47, 68
48, 72
49, 74
50, 78
51, 82
52, 84
53, 88
54, 90
55, 94
56, 98
57, 102
58, 106
59, 108
60, 112
61, 116
62, 120
63, 124
64, 129
65, 133
66, 137
67, 141
68, 145
69, 149
70, 151
71, 155
72, 159
73, 163
74, 165
75, 169
76, 173
77, 175
78, 179
79, 181
80, 185
81, 187
82, 191
83, 193
84, 197
85, 199
86, 201
87, 205
88, 207
89, 209
90, 211
91, 213
92, 217
93, 219
94, 221
95, 223
96, 225
97, 227
98, 229
99, 231
100, 231
101, 233
102, 235
103, 237
104, 239
105, 239
106, 241
107, 243
108, 243
109, 245
110, 247
111, 247
112, 249
113, 249
114, 251
115, 251
116, 251
117, 253
118, 253
119, 253
120, 255
121, 255
122, 255
123, 255
124, 255
125, 255
126, 255
127, 255
128, 255
129, 255
130, 255
131, 255
132, 255
133, 255
134, 255
135, 255
136, 253
137, 253
138, 253
139, 251
140, 251
141, 251
142, 249
143, 249
144, 247
145, 247
146, 245
147, 243
148, 243
149, 241
150, 239
151, 239
152, 237
153, 235
154, 233
155, 231
156, 231
157, 229
158, 227
159, 225
160, 223
161, 221
162, 219
163, 217
164, 213
165, 211
166, 209
167, 207
168, 205
169, 201
170, 199
171, 197
172, 193
173, 191
174, 187
175, 185
176, 181
177, 179
178, 175
179, 173
180, 169
181, 165
182, 163
183, 159
184, 155
185, 151
186, 149
187, 145
188, 141
189, 137
190, 133
191, 129
192, 124
193, 120
194, 116
195, 112
196, 108
197, 106
198, 102
199, 98
200, 94
201, 90
202, 88
203, 84
204, 82
205, 78
206, 74
207, 72
208, 68
209, 66
210, 62
211, 60
212, 58
213, 54
214, 52
215, 50
216, 48
217, 44
218, 42
219, 40
220, 38
221, 36
222, 34
223, 32
224, 30
225, 28
226, 26
227, 24
228, 22
229, 20
230, 18
231, 18
232, 16
233, 14
234, 14
235, 12
236, 10
237, 10
238, 8
239, 8
240, 6
241, 6
242, 4
243, 4
244, 2
245, 2
246, 2
247, 2
248, 0
249, 0
250, 0
251, 0
252, 0
253, 0
254, 0
255, 0
